4.508045e6	3.909579e6
2.347925e6	3.922485e6
3.713042e6	3.767187e6
2.832588e6	3.921502e6
4.50306e6	3.768852e6
4.159324e6	3.995686e6
4.435076e6	3.820763e6
2.990832e6	3.796899e6
3.982137e6	3.946328e6
4.707148e6	4.182656e6
4.533885e6	3.912873e6
3.63816e6	3.691575e6
3.978079e6	4.227773e6
2.990823e6	4.055109e6
2.99678e6	4.05791e6
4.583537e6	4.015056e6
2.651999e6	4.111403e6
3.713064e6	4.056548e6
4.637184e6	3.703339e6
4.431018e6	3.996202e6
4.583923e6	4.244084e6
3.78155e6	3.885367e6
3.644527e6	4.006519e6
4.156431e6	3.9919e6
4.097331e6	3.846671e6
4.613976e6	3.816674e6
4.570564e6	4.041471e6
3.983262e6	3.727997e6
3.244385e6	3.955827e6
3.714725e6	3.88545e6
4.594779e6	4.068505e6
4.569785e6	3.978993e6
4.385133e6	4.071187e6
4.102363e6	4.144171e6
3.485149e6	4.129837e6
3.859449e6	3.81048e6
4.532586e6	4.035601e6
4.551894e6	3.802135e6
4.592208e6	3.946974e6
2.629568e6	3.807658e6
3.411809e6	4.062605e6
4.538759e6	3.769843e6
3.407908e6	3.919102e6
2.350371e6	4.002713e6
3.079904e6	3.670312e6
3.788037e6	3.582262e6
3.779128e6	3.752105e6
3.248594e6	3.775926e6
4.673727e6	3.905482e6
4.40508e6	4.066506e6
3.286564e6	2.578954e6
811984.0	2.639384e6
1.967172e6	2.431362e6
1.165254e6	2.902306e6
3.448943e6	2.514953e6
2.5009e6	2.845262e6
3.053808e6	2.715776e6
1.298589e6	2.334135e6
2.28281e6	3.028574e6
3.9758e6	2.828549e6
3.402285e6	2.802421e6
1.904554e6	2.782487e6
2.27507e6	3.062022e6
1.289872e6	2.92587e6
1.292733e6	2.905947e6
3.556185e6	3.059871e6
1.027069e6	3.018349e6
1.991143e6	3.025835e6
3.85116e6	2.392038e6
3.053788e6	2.747352e6
3.557062e6	3.00925e6
2.055458e6	2.873093e6
1.910081e6	2.895953e6
2.501675e6	2.817808e6
2.434537e6	2.733798e6
3.617449e6	2.860671e6
3.501298e6	2.942664e6
2.2858e6	2.419335e6
1.533011e6	2.874765e6
1.97511e6	2.597869e6
3.649271e6	3.117001e6
3.508795e6	2.981034e6
2.925167e6	2.857448e6
2.423366e6	3.064816e6
1.757738e6	2.778622e6
2.102149e6	2.353934e6
3.400079e6	2.91021e6
3.451532e6	2.723399e6
3.597194e6	2.795352e6
1.012139e6	2.680376e6
1.670692e6	3.000153e6
3.402666e6	2.780285e6
1.669704e6	2.837432e6
792423.0	2.976189e6
1.375027e6	2.344176e6
2.056833e6	2.345239e6
2.053529e6	2.552687e6
1.523108e6	2.477247e6
3.918522e6	2.833717e6
2.989179e6	2.826258e6
157440.0	3.384018e6
2418.0	3.376728e6
3468.0	3.203923e6
2781.0	3.559201e6
321699.0	3.329912e6
13115.0	3.659644e6
82402.0	3.328312e6
2418.0	3.229258e6
6526.0	3.623417e6
617390.0	3.649013e6
206482.0	3.444433e6
2867.0	3.324129e6
7043.0	3.827546e6
2418.0	3.487892e6
2548.0	3.483609e6
298104.0	3.61934e6
2542.0	3.706367e6
